recipe,energie,koolhydraten,waarvan suikers,natrium,eiwit,vet,waarvan verzadigd,vezels
Vegan pasta met prei en bonensaus,590.0,80.0,10.0,240.0,21.0,18.0,3.0,15.0
Vegan pasta pesto,600.0,62.0,8.0,280.0,14.0,32.0,6.0,4.0
Vegan pavlova met vlierbloesemsiroop,145.0,23.0,6.0,0.0,1.0,5.0,4.0,1.0
Vegan pizza 'Margherita',825.0,116.0,5.0,1520.0,18.0,31.0,19.0,5.0
Vegan rendang met spitskool en paddenstoelen,540.0,21.0,0.0,1040.0,11.0,44.0,26.0,7.0
Vegan rendang van jackfruit,300.0,16.0,0.0,440.0,4.0,23.0,13.0,6.0
Vegan tiramisu,360.0,46.0,9.0,280.0,4.0,16.0,8.0,4.0
Vegan ube nicecream met pistache,275.0,34.0,0.0,40.0,4.0,13.0,7.0,3.0
Vegan vistaco's,555.0,45.0,0.0,800.0,12.0,36.0,4.0,10.0
Vegan wraps met hummus en gegrilde paprika,480.0,49.0,0.0,1130.0,12.0,25.0,4.0,5.0
Vegan wraps met tofu en rodekoolsalade,670.0,51.0,8.0,520.0,22.0,40.0,6.0,8.0
Vegan zoete aardappel-preischotel ,805.0,80.0,0.0,320.0,15.0,44.0,6.0,15.0
Veganistische bouillon ,65.0,2.0,0.0,280.0,1.0,6.0,1.0,0.0
"Vegapasta met pompoen, cheddar en geraspte kaas",855.0,76.0,0.0,520.0,36.0,44.0,25.0,5.0
Vegaschnitzel met gebakken aardappel en gegrilde groenten,565.0,51.0,0.0,415.0,18.0,29.0,4.0,15.0
Vegaschnitzel met gegrilde prei en puree,555.0,69.0,16.0,800.0,23.0,18.0,3.0,13.0
Vegaschnitzel met ratatouille uit de oven,685.0,66.0,0.0,920.0,25.0,33.0,4.0,12.0
"Vegaschnitzel met salade van aardappel, broccoli &amp; dille",795.0,69.0,8.0,720.0,29.0,41.0,5.0,17.0
Vegastamp van boerenkool en bloemkool met feta &amp; hazelnoten,720.0,53.0,0.0,680.0,23.0,43.0,11.0,13.0
"Vegastoof met gele paprika, broccoli &amp; basmatirijst",595.0,80.0,0.0,920.0,31.0,13.0,2.0,16.0
Vegetarisch taartje van sushi met avocado en edamame,640.0,65.0,11.0,1200.0,12.0,35.0,4.0,9.0
Vegetarische 'nasi goreng' met gebakken ei,675.0,110.0,0.0,840.0,16.0,18.0,4.0,5.0
Vegetarische 'nasi goreng' met tofu en een spiegelei,600.0,75.0,0.0,838.0,23.0,22.0,4.0,5.0
Vegetarische Bratwurst met krieltjes &amp; bloemkool,535.0,51.0,9.0,1120.0,21.0,25.0,12.0,11.0
Vegetarische Shepherd’s pie,685.0,69.0,0.0,695.0,24.0,32.0,17.0,13.0
Vegetarische andijviestamppot,415.0,63.0,0.0,120.0,9.0,12.0,7.0,9.0
Vegetarische bloemkoolschnitzel,275.0,15.0,0.0,360.0,10.0,18.0,3.0,6.0
Vegetarische boekweitwraps met hummus,610.0,55.0,0.0,720.0,15.0,35.0,4.0,9.0
"Vegetarische curry met paneer, spinazie &amp; amandelen",680.0,66.0,0.0,40.0,29.0,31.0,6.0,10.0
Vegetarische empanadas,230.0,17.0,0.0,205.0,6.0,15.0,9.0,3.0
Vegetarische gado gado met rijst en gebakken uitjes,665.0,27.0,0.0,1525.0,21.0,51.0,23.0,8.0
Vegetarische harira,380.0,39.0,9.0,200.0,11.0,18.0,5.0,10.0
Vegetarische huzarensalade,427.0,35.0,8.0,360.0,12.0,25.0,3.0,8.0
Vegetarische koolraapgoulash met rijst,495.0,66.0,0.0,890.0,16.0,17.0,2.0,7.0
Vegetarische korma met kikkererwten &amp; snijbonen,605.0,78.0,0.0,760.0,18.0,21.0,15.0,17.0
Vegetarische noedelsalade met sesamdressing,595.0,56.0,0.0,680.0,27.0,27.0,3.0,11.0
Vegetarische paddenstoelenstoof met knolselderijpuree,550.0,69.0,8.0,720.0,14.0,20.0,2.0,19.0
Vegetarische paella,490.0,77.0,0.0,1190.0,10.0,14.0,2.0,9.0
Vegetarische paella met gegrilde groenten en gebakken halloumi,735.0,79.0,0.0,1680.0,23.0,34.0,12.0,11.0
Vegetarische pasta met tomatensaus en mozzarella,560.0,81.0,0.0,120.0,22.0,15.0,6.0,7.0
Vegetarische polpette,75.0,7.0,0.0,200.0,3.0,4.0,1.0,2.0
Vegetarische ramen met kurkuma en cavolo nero,520.0,57.0,0.0,1760.0,26.0,19.0,4.0,8.0
Vegetarische rijstvelloempia’s,345.0,53.0,0.0,915.0,9.0,10.0,1.0,4.0
Vegetarische rol,370.0,35.0,0.0,355.0,12.0,19.0,9.0,5.0
"Vegetarische schnitzel met krieltjes, groente en kaassaus",625.0,68.0,6.0,1120.0,23.0,26.0,13.0,15.0
Vegetarische wokschotel met bloemkoolrijst en sweet chilisaus ,170.0,19.0,14.0,360.0,14.0,3.0,1.0,6.0
"Vegetarische wraps met zwarte bonen, paprika en cottagecheese",535.0,65.0,10.0,600.0,19.0,20.0,4.0,9.0
Vegetarische wraps uit de oven (tostada) met avocado,390.0,35.0,8.0,240.0,8.0,22.0,3.0,10.0
Veggielovers-pizza,780.0,103.0,0.0,1080.0,20.0,30.0,13.0,9.0
"Veldsla met aardbeien, spekjes, en gorgonzola",420.0,10.0,0.0,800.0,17.0,34.0,11.0,3.0
Veldslastamppot met grove mosterd &amp; gebakken schol,390.0,47.0,0.0,1000.0,27.0,9.0,5.0,6.0
"Veldslastamppot met wortel, salade-ui en gehaktballetjes",575.0,50.0,10.0,280.0,23.0,29.0,13.0,9.0
Venkel en malse kip uit de oven,675.0,63.0,0.0,200.0,46.0,24.0,6.0,15.0
Venkel met grapefruit,195.0,7.0,0.0,0.0,2.0,17.0,0.0,0.0
"Venkel met kappertjes, rivierkreeft en grapefruit",130.0,7.0,0.0,695.0,6.0,8.0,1.0,4.0
"Venkel-, aubergine- en courgettespiesen met tijmolie",165.0,8.0,0.0,11.0,3.0,13.0,2.0,4.0
Venkel-appelsalade,445.0,39.0,0.0,0.0,23.0,21.0,0.0,0.0
Venkel-sinaasappelsalade met oregano,175.0,13.0,0.0,40.0,3.0,11.0,2.0,6.0
Venkelquiche,720.0,39.0,0.0,810.0,23.0,51.0,26.0,7.0
Venkelquiche met spinazie en spek,615.0,30.0,6.0,800.0,23.0,43.0,24.0,5.0
Venkelrisotto met gehakte tijmworstjes,855.0,70.0,0.0,1560.0,36.0,46.0,19.0,9.0
Venkelrisotto met geitenkaas,455.0,65.0,0.0,1200.0,12.0,14.0,10.0,6.0
Venkelrisotto met venkel en warmgerookte zalm,535.0,64.0,0.0,920.0,21.0,20.0,9.0,5.0
Venkelsalade met bramen en pecorino,205.0,6.0,0.0,360.0,7.0,16.0,4.0,5.0
Venkelsalade met hazelnoten,190.0,9.0,8.0,40.0,4.0,14.0,2.0,5.0
Venkelsalade met sinaasappel en rozijnen,105.0,14.0,0.0,7.0,1.0,4.0,1.0,2.0
Venkelsoep met gerookte zalm,160.0,8.0,0.0,795.0,10.0,9.0,5.0,4.0
Venkelstamp met zalm,450.0,45.0,0.0,0.0,22.0,20.0,0.0,0.0
Venkelstamppot met zachtgekookt ei,400.0,46.0,7.0,120.0,15.0,15.0,3.0,8.0
Verse frites,320.0,38.0,0.0,5.0,4.0,16.0,3.0,4.0
Verse ovenfriet,245.0,38.0,0.0,215.0,4.0,8.0,1.0,4.0
Verse pappardelle met Italiaanse filetreepjes en rucola,850.0,84.0,0.0,120.0,46.0,35.0,6.0,8.0
Verse pasta in kruidige tomatensaus,645.0,73.0,0.0,1175.0,27.0,25.0,9.0,8.0
Verse pasta met cavolo nero en kip uit de oven,795.0,76.0,0.0,1200.0,55.0,28.0,14.0,9.0
Verse pasta met pestotomaten en ricotta,630.0,59.0,0.0,925.0,21.0,33.0,12.0,7.0
Verse ravioli bolognese met tomatensaus,425.0,66.0,11.0,840.0,14.0,10.0,3.0,6.0
Verse ravioli met kipfilethaasjes en tomatensaus,645.0,67.0,0.0,1555.0,39.0,23.0,9.0,6.0
Verse tagliatelle met Spaans gekruid vlees en groenten,750.0,78.0,0.0,480.0,39.0,30.0,11.0,7.0
Verse tagliatelle met gerookte zalm en spinazie,720.0,78.0,0.0,920.0,31.0,30.0,10.0,7.0
Verse tagliatelle met ragù van linzen,730.0,105.0,15.0,200.0,37.0,15.0,5.0,11.0
Verse tagliatelle met spinazie-roomsaus en gestoofde kip,920.0,82.0,0.0,400.0,58.0,37.0,22.0,10.0
Verse tomatensaus met koriander,75.0,2.0,0.0,0.0,0.0,7.0,1.0,1.0
Verse tomatensoep met crème fraîche mijter,210.0,15.0,0.0,1400.0,4.0,14.0,7.0,5.0
Verse tomatensoep met tortillapizza,360.0,35.0,0.0,1520.0,17.0,15.0,9.0,8.0
Verse tortelloni met geroosterde groenten,910.0,86.0,0.0,1360.0,29.0,42.0,8.0,14.0
Verse worst met knolselderijsalade,500.0,14.0,4.0,800.0,30.0,34.0,10.0,10.0
Verse-kabeljauw-couscousverrassing uit de oven,345.0,48.0,0.0,120.0,31.0,31.0,2.0,7.0
Vesper,280.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Vietnamese karamelzalm van Donal Skehan,490.0,24.0,0.0,680.0,34.0,28.0,4.0,3.0
Vietnamese komkommer,335.0,62.0,0.0,0.0,17.0,1.0,0.0,0.0
Vietnamese loempia's,160.0,15.0,3.0,320.0,6.0,8.0,2.0,1.0
Vietnamese pho,365.0,48.0,0.0,880.0,18.0,11.0,5.0,1.0
Vietnamese rijstroerbak met gerookte makreel &amp; komkommersalade,695.0,71.0,0.0,760.0,23.0,34.0,8.0,7.0
Vietnamese salade met garnalen,235.0,16.0,0.0,1140.0,14.0,12.0,2.0,4.0
Vijgenchutney,90.0,19.0,18.0,40.0,1.0,1.0,0.0,1.0
Vijgenjam,75.0,18.0,18.0,0.0,0.0,0.0,0.0,1.0
Virgin bloody mary,55.0,11.0,9.0,640.0,2.0,0.0,0.0,2.0
Virgin cranberrysangria,90.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Vis-groente-couscouspakketje,315.0,42.0,0.0,120.0,30.0,2.0,0.0,5.0
Visbordje met homemade remouladesaus,410.0,24.0,0.0,1120.0,21.0,25.0,6.0,2.0
Visburger,545.0,43.0,0.0,955.0,25.0,30.0,5.0,3.0
Visburger met wasabimayo,325.0,13.0,0.0,0.0,18.0,22.0,0.0,0.0
Visburgers,575.0,58.0,3.0,1000.0,23.0,27.0,4.0,5.0
Viscurry met spinazie en kikkererwten,305.0,17.0,0.0,245.0,23.0,14.0,2.0,9.0
Viscurry met zelfgemaakte currypasta,345.0,10.0,0.0,1270.0,26.0,22.0,17.0,4.0
"Viskoekjes met rijst, paksoi en chilisaus",605.0,74.0,0.0,1060.0,28.0,21.0,3.0,5.0
"Vislasagne met kabeljauw, gerookte zalm en spinazie",565.0,40.0,0.0,1160.0,40.0,26.0,13.0,5.0
"Visovenschotel met spinazie, prei &amp; röstitopping",735.0,48.0,8.0,760.0,27.0,46.0,14.0,10.0
Vispakketjes,280.0,4.0,0.0,0.0,20.0,21.0,0.0,0.0
Visplateau met homemade pickle en salade,280.0,14.0,0.0,900.0,13.0,19.0,8.0,2.0
Visragout met bladerdeeg,580.0,43.0,0.0,615.0,31.0,30.0,17.0,7.0
Visragout met rijst en groente,535.0,78.0,0.0,125.0,30.0,10.0,6.0,7.0
Vissoep,445.0,59.0,0.0,2075.0,31.0,8.0,2.0,8.0
Vissoep met rouille,505.0,10.0,0.0,0.0,25.0,39.0,0.0,0.0
Visspies met kerriesaus,495.0,49.0,0.0,0.0,27.0,19.0,0.0,0.0
Vissticks deluxe,340.0,28.0,0.0,0.0,23.0,15.0,0.0,0.0
"Vissticks met aardappelfriet, kool-erwtensalade &amp; yoghurtdip",705.0,90.0,17.0,720.0,29.0,22.0,3.0,16.0
Vissticks met wortel van de plaat,540.0,71.0,0.0,0.0,16.0,19.0,0.0,0.0
Visstoof met bonen,435.0,27.0,0.0,660.0,30.0,20.0,5.0,14.0
"Visstoof met paprika, tomaat en krieltjes",465.0,61.0,15.0,320.0,28.0,9.0,1.0,14.0
Visstoof met pompoen,415.0,49.0,0.0,400.0,22.0,13.0,2.0,8.0
Visstoofpot met courgette en witte bonen,385.0,33.0,16.0,120.0,30.0,12.0,2.0,13.0
Vistaco's,425.0,49.0,0.0,1000.0,20.0,15.0,2.0,6.0
Vistortilla's met kibbeling en Mexicaanse groenten,745.0,73.0,0.0,960.0,27.0,36.0,6.0,10.0
Visvink met spinazierisotto,605.0,64.0,0.0,1825.0,33.0,23.0,6.0,5.0
Vitaminedino,100.0,23.0,0.0,3.0,1.0,0.0,0.0,2.0
Vitello tonnato,320.0,2.0,1.0,520.0,38.0,18.0,3.0,1.0
Vlaflip,180.0,27.0,0.0,85.0,9.0,3.0,2.0,4.0
Vlechtbrood,975.0,137.0,0.0,0.0,32.0,33.0,0.0,0.0
Vlechtbrood met maanzaad,2315.0,363.0,0.0,1915.0,81.0,55.0,28.0,22.0
Vlees en marmelade,620.0,57.0,0.0,0.0,29.0,31.0,0.0,0.0
Vlierbloesem-fizz,85.0,21.0,0.0,45.0,0.0,0.0,0.0,0.0
Voetbal-'sushi',100.0,12.0,1.0,520.0,4.0,4.0,1.0,0.0
Voetbalveld-plaatpizza,465.0,46.0,4.0,200.0,19.0,21.0,9.0,7.0
Vogelnestje,820.0,24.0,15.0,800.0,53.0,55.0,21.0,5.0
Volkoren bananenbrood met dadels,265.0,37.0,0.0,80.0,4.0,11.0,6.0,3.0
Volkoren mac and cheese met pompoen,650.0,74.0,10.0,520.0,32.0,23.0,13.0,10.0
Volkoren noedels met geroosterde broccoli en gehakt,575.0,40.0,7.0,80.0,30.0,30.0,7.0,13.0
Volkoren overnight oats met bramen,355.0,51.0,23.0,200.0,18.0,7.0,3.0,7.0
Volkoren pasta met avocadosaus en gehakt van tartaar,740.0,60.0,0.0,240.0,31.0,40.0,12.0,7.0
Volkoren pasta met gehaktballetjes ,680.0,81.0,0.0,720.0,28.0,25.0,11.0,10.0
Volkoren penne met pompoen en tofu,570.0,64.0,0.0,20.0,25.0,22.0,5.0,9.0
Volkoren penne met rode biet &amp; gebakken zalm,605.0,55.0,8.0,400.0,31.0,27.0,6.0,10.0
"Volkoren penne met spruitjes, roomkaas en walnoten",925.0,93.0,0.0,790.0,29.0,44.0,17.0,21.0
"Volkoren pitatosti met spinazie, tomaat en mozzarella",425.0,37.0,4.0,560.0,21.0,20.0,11.0,8.0
Volkoren spaghetti met kipgehaktballetjes in tomatensaus en courgette,700.0,68.0,20.0,200.0,35.0,30.0,10.0,9.0
"Volkoren tortizza’s met kip, brie &amp; cranberrysaus",520.0,49.0,10.0,920.0,31.0,20.0,10.0,11.0
"Volkoren-clubsandwich met kipfilet, sla en ei",435.0,45.0,4.0,760.0,28.0,14.0,6.0,8.0
Volkoren-gingerbread letterkoekjes,30.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0
Volkoren-quesadillas met spinazie en avocado-mangosalsa,650.0,44.0,15.0,720.0,23.0,40.0,13.0,12.0
Volkoren-speltpenne in romige tomatensaus,975.0,79.0,0.0,1550.0,35.0,55.0,22.0,12.0
Volkoren-stokbrood met veldsla en pompoen-notenspread,380.0,38.0,4.0,280.0,13.0,18.0,4.0,8.0
"Volkorenbolletje met kaas, radijs en komkommer ",410.0,50.0,8.0,720.0,23.0,11.0,6.0,9.0
"Volkorenbolletje met zuivelspread, komkommer en gerookte zalm",350.0,24.0,5.0,800.0,16.0,20.0,10.0,4.0
Volkorenboterham met pindakaas en banaan,260.0,29.0,0.0,160.0,9.0,11.0,2.0,5.0
Volkorenbrood met 100% pindakaas en appel,380.0,39.0,9.0,280.0,16.0,16.0,3.0,8.0
Volkorenbrood met boerenomelet,450.0,31.0,0.0,560.0,27.0,23.0,11.0,7.0
Volkorenbrood met pindakaas en rauwkost,365.0,31.0,4.0,320.0,16.0,18.0,3.0,8.0
Volkorenbrood met rauwe ham en paddenstoelenomelet,455.0,39.0,0.0,1000.0,29.0,19.0,5.0,7.0
"Volkorenbrood met zuivelspread, banaan en amandelschaafsel",385.0,54.0,23.0,440.0,14.0,11.0,6.0,7.0
Volkorenbroodje met kaas en groente,210.0,21.0,0.0,320.0,12.0,8.0,3.0,4.0
"Volkorenclubsandwich met ei, zalm en komkommer",465.0,45.0,0.0,1120.0,24.0,19.0,4.0,9.0
Volkorencouscous met geroosterde spitskool en tomatentapenade,710.0,60.0,9.0,560.0,19.0,41.0,6.0,13.0
Volkorencouscous met geroosterde venkel en mangoyoghurt,545.0,67.0,17.0,40.0,19.0,20.0,3.0,14.0
Volkorencouscous met kipgehaktballetjes en spinazie,570.0,54.0,6.0,120.0,30.0,24.0,5.0,9.0
Volkorencouscoussalade met gegrilde kip,480.0,42.0,3.0,40.0,29.0,19.0,3.0,12.0
Volkorencouscoussalade met snijbonen en cashewnoten,465.0,64.0,12.0,40.0,17.0,13.0,3.0,13.0
Volkorenflensjes met blauwe bessen en ricotta,395.0,39.0,0.0,160.0,14.0,19.0,8.0,6.0
"Volkorenhavermout met banaan, amandel en kokos",405.0,51.0,24.0,80.0,11.0,16.0,5.0,8.0
Volkorenlasagne met spinazie en linzen,630.0,57.0,6.0,520.0,33.0,26.0,12.0,18.0
Volkorenpannenkoekentaart,970.0,85.0,0.0,420.0,23.0,57.0,21.0,12.0
Volkorenpasta met boerenkoolpesto ,690.0,60.0,9.0,240.0,28.0,35.0,7.0,12.0
Volkorenpasta met groene groenten en cottage cheese,560.0,72.0,11.0,160.0,24.0,17.0,3.0,11.0
"Volkorenpasta met kip, Chinese kool, gember en tahin",500.0,56.0,4.0,720.0,39.0,11.0,2.0,10.0
Volkorenpasta met spinazie en tonijn,430.0,63.0,13.0,320.0,32.0,3.0,1.0,12.0
"Volkorenpasta met tuinertwensaus, tomaat en makreel",630.0,65.0,11.0,320.0,33.0,23.0,9.0,14.0
Volkorenpasta met zalm en tomaat uit de oven,700.0,66.0,18.0,320.0,40.0,28.0,8.0,13.0
Volkorenpasta met zoete-aardappelspaghetti,465.0,66.0,0.0,80.0,29.0,8.0,2.0,7.0
"Volkorenpastasalade met mozzarellabolletjes, sojabonen, tonijn en komkommer",530.0,36.0,4.0,280.0,30.0,28.0,7.0,6.0
Volkorenpenne met spruitjes en ansjovis,535.0,75.0,6.0,320.0,19.0,14.0,2.0,15.0
Volkorenpincho's ,70.0,3.0,0.0,80.0,3.0,5.0,1.0,1.0
"Volkorenpita met avocado, rode kidneybonen &amp; salsa",525.0,48.0,7.0,360.0,14.0,27.0,3.0,17.0
"Volkorenpita’s met kipgehaktballetjes, biet en sesamsaus",580.0,48.0,10.0,480.0,25.0,29.0,6.0,14.0
"Volkorenpizza met groenten, parmaham en ananas",735.0,77.0,20.0,1120.0,32.0,31.0,9.0,10.0
"Volkorenpizza met mozzarella, kappertjes en snoeptomaatjes",570.0,67.0,12.0,800.0,32.0,17.0,5.0,9.0
"Volkorensandwich met cottagecheese, gerookte zalm &amp; veldsla",255.0,28.0,0.0,680.0,20.0,6.0,2.0,5.0
"Volkorensandwich met rode ui, spinazie en cottage cheese",335.0,32.0,6.0,600.0,22.0,12.0,3.0,6.0
Volkorenscones met rozijnen,395.0,56.0,17.0,320.0,12.0,12.0,2.0,9.0
"Volkorenspaghetti met bietjes, peer en ricotta uit de oven",735.0,73.0,0.0,390.0,25.0,36.0,14.0,11.0
Volkorenspaghetti met gegrilde-groentesaus en kip,535.0,66.0,0.0,475.0,32.0,13.0,2.0,13.0
Volkorenspaghetti met malse kiphaasjes,535.0,66.0,0.0,920.0,37.0,12.0,2.0,8.0
Volkorenspaghetti met spinaziegehakt,770.0,80.0,0.0,545.0,39.0,31.0,9.0,12.0
Volkorenspaghetti met tomatensaus en Zweedse balletjes,700.0,60.0,0.0,560.0,32.0,34.0,9.0,13.0
Volkorentoast met avocado,330.0,30.0,0.0,240.0,10.0,17.0,2.0,9.0
Volkorentoast met avocado &amp; eikruim,395.0,29.0,2.0,320.0,15.0,22.0,3.0,8.0
Volkorentoast met avocadospread en peterselie,350.0,28.0,3.0,280.0,10.0,20.0,2.0,9.0
"Volkorentoast met spinazie, rookvlees en ei",335.0,14.0,0.0,450.0,15.0,24.0,5.0,3.0
Volkorentonijnsandwich,490.0,29.0,0.0,440.0,20.0,31.0,5.0,6.0
Volkorentortillachips met 2 dips,285.0,30.0,0.0,320.0,7.0,14.0,4.0,5.0
Volkorentortillachips met salsa van mango en limoen,125.0,22.0,0.0,160.0,3.0,2.0,1.0,3.0
Volkorentortilla’s met kip en paprika,535.0,49.0,8.0,640.0,36.0,20.0,6.0,9.0
Volkorentosti met biet en geitenkaas,325.0,31.0,0.0,440.0,16.0,13.0,6.0,7.0
"Volkorenwraprolletjes met ricotta, gerookte zalm en rauwkost",50.0,4.0,1.0,120.0,3.0,2.0,1.0,1.0
Vruchtenbowl,200.0,41.0,0.0,0.0,2.0,1.0,0.0,0.0
Vruchtenbrood met gedroogde bessen en noten,490.0,70.0,0.0,505.0,12.0,15.0,2.0,16.0
Vruchtensticks,70.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0
WK-wrap met chorizo,730.0,75.0,0.0,1025.0,42.0,27.0,10.0,11.0
Wafels met kardemom-gemberroom,360.0,36.0,0.0,175.0,4.0,22.0,13.0,2.0
Waldorfsalade,495.0,26.0,0.0,280.0,10.0,36.0,5.0,11.0
Waldorfsalade met kip en aardappeltjes,525.0,58.0,0.0,480.0,23.0,21.0,6.0,7.0
"Waldorfsalade met kip, walnoten, knolselderij en witlof",455.0,14.0,0.0,240.0,26.0,31.0,4.0,8.0
Waldorfsalade met venkel &amp; citroenmayonaise,380.0,22.0,18.0,280.0,6.0,28.0,3.0,7.0
Walnotenpesto,365.0,1.0,0.0,0.0,7.0,37.0,0.0,0.0
Walnotenquiche met oude kaas,805.0,35.0,0.0,750.0,26.0,62.0,32.0,6.0
Walnotentaart met karamelvulling,550.0,46.0,0.0,0.0,8.0,37.0,0.0,0.0
Walnotenworteltaart,260.0,25.0,0.0,200.0,4.0,16.0,7.0,1.0
"Warm herfstdrankje met cranberry, kaneel &amp; sinaasappel",110.0,27.0,25.0,0.0,0.0,0.0,0.0,1.0
Warme salade van erwten en tuinbonen,100.0,7.0,0.0,170.0,4.0,5.0,3.0,4.0
Warme vijgen met ijs,175.0,29.0,0.0,50.0,2.0,5.0,3.0,1.0
Warme wafel met rood fruit,520.0,70.0,0.0,0.0,7.0,23.0,0.0,0.0
Warmgerookte zalm in honing-sojamarinade,230.0,6.0,0.0,380.0,21.0,14.0,3.0,0.0
Warmgerookte zalm met gremolata,355.0,2.0,0.0,60.0,28.0,26.0,4.0,1.0
Warmgerookte zalm met groene asperges en spinaziedressing,300.0,5.0,0.0,400.0,15.0,24.0,4.0,2.0
Warmgerookte zalm met pasta en tomatensaus,540.0,71.0,0.0,640.0,28.0,14.0,3.0,8.0
Warmgerookte zalmtartaar met kappertjesvinaigrette en veldsla,240.0,2.0,0.0,820.0,14.0,19.0,4.0,1.0
Waterkerssalade met kokos en kip,515.0,56.0,0.0,0.0,23.0,20.0,0.0,0.0
Waterkerssalade met rode vruchten,195.0,7.0,0.0,0.0,5.0,16.0,0.0,0.0
Watermeloen met witte kaas,270.0,11.0,0.0,0.0,8.0,21.0,0.0,0.0
Watermeloen-fetasalade,225.0,12.0,0.0,680.0,11.0,14.0,11.0,2.0
Watermeloen-ijsjes,35.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0
Watermeloengranita,65.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0
Watermeloenijs,40.0,9.0,9.0,0.0,1.0,0.0,0.0,1.0
Watermeloenpizza,35.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0
Watermeloensalade met tonijn en feta,590.0,45.0,0.0,4135.0,32.0,30.0,10.0,6.0
Watermeloentaart,180.0,18.0,0.0,40.0,3.0,10.0,6.0,3.0
Watermelon cooler,135.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0
Wedges met ultieme dipsaus,340.0,20.0,2.0,120.0,3.0,27.0,3.0,2.0
Weespermoppen met kardemom,120.0,15.0,0.0,5.0,2.0,6.0,1.0,1.0
Wellington van rundergehakt,645.0,39.0,0.0,390.0,23.0,43.0,17.0,4.0
Wentelteefje in een mok,235.0,41.0,0.0,220.0,8.0,4.0,1.0,2.0
Wentelteefjes met ahornsiroop en spek,380.0,34.0,0.0,760.0,19.0,18.0,6.0,2.0
Wentelteefjes met gemarineerde aardbeien,340.0,40.0,0.0,310.0,9.0,15.0,9.0,2.0
Wentelteefjes met peer en honing-muntkwark,480.0,52.0,0.0,330.0,13.0,24.0,6.0,4.0
Wentelteefjes met sinaasappelkwark,360.0,32.0,11.0,320.0,23.0,15.0,6.0,3.0
Wentelteefjes van muesli-notenbrood met gebakken banaan,380.0,51.0,28.0,280.0,14.0,12.0,3.0,6.0
Wentelteefjes van volkorenbeschuit van Estée Strooker,195.0,26.0,0.0,80.0,6.0,7.0,4.0,1.0
Wentelteefjes zonder ei,255.0,35.0,9.0,200.0,7.0,9.0,6.0,1.0
Wentelteefjes zonder melk,250.0,28.0,5.0,240.0,7.0,12.0,4.0,2.0
Wentelteefjescake,275.0,30.0,13.0,80.0,9.0,13.0,5.0,2.0
Whipped blauwe kaas met knapperige rauwkost,415.0,15.0,13.0,760.0,16.0,31.0,18.0,7.0
Whipped feta met gegrilde paprika,240.0,6.0,5.0,520.0,7.0,21.0,12.0,1.0
Whiskey sour,250.0,22.0,20.0,40.0,2.0,0.0,0.0,0.0
Whiskey-cocktailsaus,280.0,4.0,4.0,200.0,1.0,27.0,6.0,0.0
Whisky-chocoladetaart met zeezout,805.0,67.0,0.0,0.0,12.0,51.0,0.0,0.0
White Russian,270.0,13.0,13.0,40.0,1.0,8.0,5.0,0.0
Wienerschnitzelsalade met cranberrysaus,505.0,58.0,0.0,320.0,22.0,19.0,3.0,8.0
Wilde fazantendij met cavolo nero,525.0,22.0,0.0,280.0,31.0,33.0,10.0,3.0
Wilde rijstsoep met kip,565.0,73.0,8.0,1320.0,28.0,17.0,7.0,5.0
Wildwestrijst,450.0,78.0,0.0,1125.0,12.0,8.0,2.0,9.0
Winterminestrone met bruine bonen,375.0,45.0,0.0,1130.0,17.0,11.0,3.0,15.0
Winterpasta met chorizo,805.0,60.0,0.0,0.0,32.0,49.0,0.0,0.0
Winterpeen-walnootspread op naanbrood,325.0,36.0,9.0,200.0,9.0,15.0,2.0,6.0
Winterpeensoep met geitenkaassaus,690.0,90.0,11.0,1240.0,21.0,25.0,9.0,11.0
"Wintersalade met rauwe biet, krieltjes en pistachepesto",645.0,39.0,0.0,600.0,28.0,39.0,14.0,12.0
Winterse pompoenquiche,795.0,36.0,0.0,1400.0,34.0,56.0,23.0,4.0
Winterse tosti met spek en honing-mosterdsaus,415.0,32.0,0.0,920.0,20.0,22.0,11.0,4.0
"Witbrood met zalm, zuivelspread en tuinkers",410.0,36.0,0.0,980.0,32.0,15.0,6.0,2.0
"Witlof &amp; wortel gegratineerd met panko, hazelnoten &amp; spek",470.0,26.0,16.0,640.0,20.0,31.0,13.0,5.0
Witlof met geitenkaas en ham,160.0,3.0,0.0,600.0,14.0,10.0,6.0,2.0
Witlof met groene curry,315.0,8.0,0.0,326.0,21.0,22.0,10.0,41.0
Witlof met peer en blauwaderkaas,570.0,23.0,0.0,505.0,15.0,46.0,21.0,3.0
Witlof tarte tatin,340.0,35.0,0.0,455.0,4.0,20.0,9.0,1.0
Witlof uit de oven met ham en tijm,360.0,7.0,0.0,440.0,16.0,29.0,15.0,3.0
Witlof-gehaktschotel,570.0,47.0,0.0,0.0,26.0,30.0,0.0,0.0
